Núm. venta,Fecha,Patrón,Categoría,Dificultad,Tamaño,Núm. ovillos,Precio (€),Precio venta patrón (€),País,Sexo,Edad
1068,03/06/2024,Oso corazón,Amor,Media,Mediano,4,5.48,5.0,China,Hombre,63
1069,11/01/2024,Rana,Llavero,Baja,Pequeño,1,29.52,3.5,Venezuela,Hombre,60
1070,25/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,17.59,5.0,Colombia,Mujer,37
1071,14/05/2024,Oso panda,Llavero,Baja,Pequeño,2,40.45,3.5,Honduras,Mujer,56
1072,08/12/2024,Cupido,Amor,Alta,Mediano,6,30.54,5.0,España,Mujer,38
1073,27/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,14.51,5.0,Cuba,Mujer,65
1074,15/05/2024,Oso navideño,Navidad,Media,Mediano,4,40.32,5.0,Perú,Mujer,50
1075,23/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,49.43,5.0,Panamá,Mujer,61
1076,17/04/2024,Oso corazón,Amor,Media,Mediano,4,46.07,5.0,Canadá,Mujer,31
1077,22/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.89,5.0,Brasil,Hombre,23
1078,23/04/2024,Oso panda,Llavero,Baja,Pequeño,2,31.95,3.5,República Dominicana,Hombre,60
1079,26/09/2024,Cupido,Amor,Alta,Mediano,6,48.48,5.0,Panamá,Hombre,41
1080,03/02/2024,Oso panda,Llavero,Baja,Pequeño,2,7.28,3.5,Nicaragua,Hombre,31
1081,10/02/2024,Gnomo,Otoño,Media,Mediano,5,28.42,5.0,Colombia,Mujer,32
1082,13/09/2024,Oso navideño,Navidad,Media,Mediano,4,10.74,5.0,India,Mujer,39
1083,26/05/2024,Oso navideño,Navidad,Media,Mediano,4,8.84,5.0,Venezuela,Hombre,54
1084,01/02/2024,Oso panda,Llavero,Baja,Pequeño,2,25.0,3.5,Turquía,Mujer,34
1085,25/09/2024,Oso panda,Llavero,Baja,Pequeño,2,46.73,3.5,Colombia,Mujer,43
1086,28/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,12.97,5.0,Chile,Hombre,67
1087,17/12/2024,Rana,Llavero,Baja,Pequeño,1,34.48,3.5,Costa Rica,Mujer,31
1088,11/04/2024,Oso panda,Llavero,Baja,Pequeño,2,48.29,3.5,Guatemala,Mujer,67
1089,06/09/2024,Oso panda,Llavero,Baja,Pequeño,2,40.08,3.5,República Dominicana,Mujer,28
1090,06/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,43.12,5.0,Guatemala,Hombre,51
1091,08/11/2024,Oso panda,Llavero,Baja,Pequeño,2,16.43,3.5,Panamá,Mujer,40
1092,05/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,21.68,5.0,China,Hombre,46
1093,12/10/2024,Oso navideño,Navidad,Media,Mediano,4,41.54,5.0,Colombia,Mujer,47
1094,13/08/2024,Oso panda,Llavero,Baja,Pequeño,2,21.91,3.5,Paraguay,Mujer,53
1095,17/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,49.23,5.0,Nicaragua,Hombre,34
1096,28/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,47.61,5.0,México,Mujer,22
1097,09/07/2024,Oso panda,Llavero,Baja,Pequeño,2,37.91,3.5,Costa Rica,Mujer,58
1098,24/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,46.41,5.0,Chile,Mujer,39
1099,23/03/2024,Oso panda,Llavero,Baja,Pequeño,2,8.16,3.5,India,Mujer,64
1100,04/12/2024,Oso panda,Llavero,Baja,Pequeño,2,12.48,3.5,Italia,Mujer,45
1101,16/11/2024,Oso panda,Llavero,Baja,Pequeño,2,5.42,3.5,Turquía,Mujer,70
1102,15/06/2024,Oso navideño,Navidad,Media,Mediano,4,33.95,5.0,Ecuador,Mujer,33
1103,06/07/2024,Rana,Llavero,Baja,Pequeño,1,8.49,3.5,Ecuador,Hombre,59
1104,15/12/2024,Oso corazón,Amor,Media,Mediano,4,40.78,5.0,Costa Rica,Mujer,44
1105,14/07/2024,Rana,Llavero,Baja,Pequeño,1,8.47,3.5,Noruega,Mujer,62
1106,28/05/2024,Oso corazón,Amor,Media,Mediano,4,34.39,5.0,Uruguay,Mujer,38
1107,15/02/2024,Papa Noel,Navidad,Alta,Grande,7,34.79,7.5,Uruguay,Mujer,29
1108,24/06/2024,Oso navideño,Navidad,Media,Mediano,4,11.61,5.0,Paraguay,Mujer,24
1109,13/05/2024,Oso navideño,Navidad,Media,Mediano,4,16.26,5.0,Costa Rica,Mujer,32
1110,16/04/2024,Gnomo,Otoño,Media,Mediano,5,48.46,5.0,Perú,Mujer,42
1111,28/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,26.9,5.0,Brasil,Mujer,23
1112,22/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,5.01,5.0,Uruguay,Mujer,68
1113,27/07/2024,Oso panda,Llavero,Baja,Pequeño,2,33.59,3.5,República Dominicana,Mujer,60
1114,26/11/2024,Oso panda,Llavero,Baja,Pequeño,2,5.23,3.5,Guatemala,Mujer,64
1115,09/05/2024,Oso panda,Llavero,Baja,Pequeño,2,9.29,3.5,Costa Rica,Mujer,65
1116,01/10/2024,Oso panda,Llavero,Baja,Pequeño,2,39.18,3.5,México,Hombre,57
1117,27/08/2024,Oso panda,Llavero,Baja,Pequeño,2,21.18,3.5,Argentina,Mujer,19
1118,15/09/2024,Oso corazón,Amor,Media,Mediano,4,8.78,5.0,Paraguay,Mujer,51
1119,01/02/2024,Oso panda,Llavero,Baja,Pequeño,2,40.97,3.5,Nicaragua,Mujer,24
1120,13/04/2024,Oso panda,Llavero,Baja,Pequeño,2,22.16,3.5,Costa Rica,Mujer,46
1121,04/02/2024,Gnomo,Otoño,Media,Mediano,5,34.31,5.0,Costa Rica,Mujer,18
1122,28/07/2024,Rana,Llavero,Baja,Pequeño,1,7.97,3.5,Panamá,Mujer,44
1123,26/06/2024,Oso panda,Llavero,Baja,Pequeño,2,47.66,3.5,Ecuador,Hombre,30
1124,13/05/2024,Papa Noel,Navidad,Alta,Grande,7,22.9,7.5,Perú,Hombre,63
1125,17/06/2024,Oso corazón,Amor,Media,Mediano,4,41.49,5.0,México,Mujer,69
1126,07/11/2024,Cupido,Amor,Alta,Mediano,6,46.52,5.0,Cuba,Mujer,22
1127,06/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,19.68,5.0,Noruega,Hombre,30
1128,14/08/2024,Oso navideño,Navidad,Media,Mediano,4,42.04,5.0,Panamá,Mujer,42
1129,26/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,34.17,5.0,Colombia,Mujer,53
1130,04/06/2024,Oso navideño,Navidad,Media,Mediano,4,19.37,5.0,Bolivia,Hombre,59
1131,01/03/2024,Oso navideño,Navidad,Media,Mediano,4,19.92,5.0,Costa Rica,Mujer,59
1132,21/04/2024,Oso panda,Llavero,Baja,Pequeño,2,25.37,3.5,Cuba,Mujer,59
1133,12/04/2024,Cupido,Amor,Alta,Mediano,6,21.84,5.0,Brasil,Mujer,56
1134,21/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,27.74,5.0,El Salvador,Mujer,53
1135,15/11/2024,Oso navideño,Navidad,Media,Mediano,4,49.8,5.0,Paraguay,Mujer,62
1136,08/08/2024,Oso panda,Llavero,Baja,Pequeño,2,27.05,3.5,Reino Unido,Mujer,35
1137,13/09/2024,Gnomo,Otoño,Media,Mediano,5,5.16,5.0,Ecuador,Mujer,66
1138,15/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,14.22,5.0,República Dominicana,Hombre,36
1139,20/07/2024,Oso corazón,Amor,Media,Mediano,4,9.88,5.0,Panamá,Mujer,64
1140,22/04/2024,Oso navideño,Navidad,Media,Mediano,4,49.8,5.0,México,Mujer,64
1141,01/10/2024,Oso corazón,Amor,Media,Mediano,4,10.68,5.0,Suecia,Hombre,46
1142,27/07/2024,Oso panda,Llavero,Baja,Pequeño,2,18.73,3.5,Costa Rica,Mujer,32
1143,01/02/2024,Gnomo,Otoño,Media,Mediano,5,36.94,5.0,Noruega,Hombre,29
1144,04/12/2024,Cupido,Amor,Alta,Mediano,6,37.99,5.0,España,Hombre,33
1145,13/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,26.29,5.0,El Salvador,Mujer,44
1146,13/12/2024,Oso panda,Llavero,Baja,Pequeño,2,8.35,3.5,Chile,Mujer,39
1147,22/01/2024,Oso corazón,Amor,Media,Mediano,4,28.72,5.0,Rusia,Hombre,68
1148,18/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,49.97,5.0,Perú,Hombre,30
1149,17/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,43.03,5.0,República Dominicana,Hombre,36
1150,11/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,25.76,5.0,Nicaragua,Mujer,70
1151,07/03/2024,Oso panda,Llavero,Baja,Pequeño,2,43.3,3.5,España,Hombre,46
1152,23/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,37.6,5.0,Reino Unido,Mujer,52
1153,05/02/2024,Oso corazón,Amor,Media,Mediano,4,30.49,5.0,Ecuador,Mujer,66
1154,13/03/2024,Oso navideño,Navidad,Media,Mediano,4,23.16,5.0,Argentina,Mujer,37
1155,10/11/2024,Cupido,Amor,Alta,Mediano,6,13.39,5.0,Chile,Mujer,31
1156,16/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,41.34,5.0,Guatemala,Mujer,50
1157,12/06/2024,Oso panda,Llavero,Baja,Pequeño,2,28.53,3.5,Cuba,Mujer,60
1158,06/08/2024,Oso panda,Llavero,Baja,Pequeño,2,22.33,3.5,Venezuela,Mujer,70
1159,05/11/2024,Oso panda,Llavero,Baja,Pequeño,2,14.6,3.5,Nicaragua,Mujer,35
1160,27/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,20.37,5.0,Colombia,Mujer,63
1161,10/09/2024,Oso panda,Llavero,Baja,Pequeño,2,21.09,3.5,Bolivia,Mujer,51
1162,18/12/2024,Oso navideño,Navidad,Media,Mediano,4,20.04,5.0,Noruega,Mujer,37
1163,20/05/2024,Oso corazón,Amor,Media,Mediano,4,23.04,5.0,Argentina,Mujer,31
1164,15/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.49,5.0,Bolivia,Mujer,40
1165,19/10/2024,Oso navideño,Navidad,Media,Mediano,4,29.69,5.0,Canadá,Mujer,55
1166,28/10/2024,Oso corazón,Amor,Media,Mediano,4,28.55,5.0,Costa Rica,Hombre,50
1167,25/05/2024,Oso navideño,Navidad,Media,Mediano,4,27.79,5.0,Colombia,Mujer,60
1168,20/07/2024,Oso panda,Llavero,Baja,Pequeño,2,12.04,3.5,Chile,Mujer,37
1169,25/06/2024,Oso corazón,Amor,Media,Mediano,4,6.5,5.0,República Dominicana,Mujer,63
1170,02/10/2024,Oso navideño,Navidad,Media,Mediano,4,47.78,5.0,Turquía,Mujer,31
1171,15/03/2024,Oso navideño,Navidad,Media,Mediano,4,8.45,5.0,Japón,Mujer,70
1172,06/12/2024,Rana,Llavero,Baja,Pequeño,1,7.86,3.5,Colombia,Mujer,63
1173,07/12/2024,Rana,Llavero,Baja,Pequeño,1,38.28,3.5,Venezuela,Mujer,69
1174,01/09/2024,Oso corazón,Amor,Media,Mediano,4,20.46,5.0,Australia,Mujer,21
1175,11/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,18.49,5.0,Paraguay,Hombre,34
1176,20/03/2024,Oso corazón,Amor,Media,Mediano,4,41.89,5.0,Guatemala,Mujer,35
1177,12/01/2024,Papa Noel,Navidad,Alta,Grande,7,26.97,7.5,Perú,Mujer,61
1178,08/01/2024,Rana,Llavero,Baja,Pequeño,1,25.71,3.5,Chile,Mujer,57
1179,15/08/2024,Rana,Llavero,Baja,Pequeño,1,10.46,3.5,Bolivia,Mujer,70
1180,05/01/2024,Oso navideño,Navidad,Media,Mediano,4,40.76,5.0,Chile,Hombre,62
1181,15/05/2024,Papa Noel,Navidad,Alta,Grande,7,28.37,7.5,Bolivia,Mujer,40
1182,15/02/2024,Oso panda,Llavero,Baja,Pequeño,2,13.08,3.5,España,Mujer,40
1183,08/09/2024,Papa Noel,Navidad,Alta,Grande,7,8.22,7.5,Bolivia,Mujer,36
1184,15/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,16.08,5.0,Turquía,Hombre,20
1185,14/04/2024,Papa Noel,Navidad,Alta,Grande,7,20.59,7.5,Costa Rica,Mujer,38
1186,22/06/2024,Oso panda,Llavero,Baja,Pequeño,2,17.14,3.5,Nicaragua,Mujer,47
1187,02/12/2024,Oso corazón,Amor,Media,Mediano,4,15.4,5.0,Guatemala,Mujer,23
1188,10/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,7.82,5.0,Cuba,Mujer,19
1189,04/10/2024,Oso panda,Llavero,Baja,Pequeño,2,20.56,3.5,Honduras,Hombre,55
1190,26/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,12.55,5.0,Canadá,Mujer,39
1191,05/11/2024,Rana,Llavero,Baja,Pequeño,1,11.65,3.5,República Dominicana,Mujer,29
1192,25/04/2024,Oso panda,Llavero,Baja,Pequeño,2,16.65,3.5,Argentina,Mujer,53
1193,23/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,31.56,5.0,Ecuador,Hombre,67
1194,27/02/2024,Oso navideño,Navidad,Media,Mediano,4,45.85,5.0,Honduras,Mujer,35
1195,13/10/2024,Oso navideño,Navidad,Media,Mediano,4,33.74,5.0,México,Mujer,70
1196,04/01/2024,Cupido,Amor,Alta,Mediano,6,33.93,5.0,Corea del Sur,Mujer,24
1197,08/07/2024,Oso navideño,Navidad,Media,Mediano,4,13.95,5.0,China,Mujer,68
1198,16/05/2024,Papa Noel,Navidad,Alta,Grande,7,5.18,7.5,Guatemala,Hombre,18
1199,05/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,46.36,5.0,Argentina,Mujer,61
1200,16/11/2024,Rana,Llavero,Baja,Pequeño,1,21.19,3.5,Chile,Mujer,23
1201,15/01/2024,Oso corazón,Amor,Media,Mediano,4,25.41,5.0,Paraguay,Hombre,26
1202,17/11/2024,Oso corazón,Amor,Media,Mediano,4,9.06,5.0,Argentina,Hombre,35
1203,18/10/2024,Oso panda,Llavero,Baja,Pequeño,2,35.56,3.5,Colombia,Mujer,23
1204,24/04/2024,Oso navideño,Navidad,Media,Mediano,4,35.09,5.0,Sudáfrica,Mujer,70
1205,22/01/2024,Papa Noel,Navidad,Alta,Grande,7,6.28,7.5,Egipto,Mujer,40
1206,20/12/2024,Oso panda,Llavero,Baja,Pequeño,2,25.84,3.5,Cuba,Mujer,33
1207,04/07/2024,Oso panda,Llavero,Baja,Pequeño,2,39.07,3.5,Costa Rica,Mujer,59
1208,24/09/2024,Oso panda,Llavero,Baja,Pequeño,2,12.69,3.5,República Dominicana,Mujer,60
1209,18/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,41.47,5.0,Bolivia,Hombre,62
1210,05/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,36.11,5.0,España,Mujer,28
1211,01/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.04,5.0,Guatemala,Mujer,N/A
1212,15/05/2024,Oso corazón,Amor,Media,Mediano,4,23.48,5.0,Uruguay,Mujer,27
1213,07/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,37.02,5.0,Chile,Hombre,47
1214,26/06/2024,Oso corazón,Amor,Media,Mediano,4,13.43,5.0,Honduras,Mujer,57
1215,01/04/2024,Oso navideño,Navidad,Media,Mediano,4,21.29,5.0,Nicaragua,Hombre,52
1216,14/03/2024,Oso corazón,Amor,Media,Mediano,4,11.77,5.0,Nicaragua,Mujer,39
1217,22/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.9,5.0,Venezuela,Hombre,69
1218,02/07/2024,Gnomo,Otoño,Media,Mediano,5,31.86,5.0,México,Mujer,24
1219,25/04/2024,Oso corazón,Amor,Media,Mediano,4,49.0,5.0,Sudáfrica,Hombre,46
1220,15/02/2024,Oso navideño,Navidad,Media,Mediano,4,29.77,5.0,Bolivia,Mujer,37
1221,20/04/2024,Oso navideño,Navidad,Media,Mediano,4,15.92,5.0,Panamá,Mujer,34
1222,28/09/2024,Oso corazón,Amor,Media,Mediano,4,6.71,5.0,Argentina,Mujer,40
1223,14/07/2024,Oso corazón,Amor,Media,Mediano,4,46.69,5.0,República Dominicana,Mujer,54
1224,23/12/2024,Oso corazón,Amor,Media,Mediano,4,13.64,5.0,Honduras,Mujer,63
1225,14/06/2024,Oso navideño,Navidad,Media,Mediano,4,29.08,5.0,Ecuador,Hombre,37
1226,23/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,23.63,5.0,Colombia,Mujer,34
1227,21/03/2024,Oso navideño,Navidad,Media,Mediano,4,33.75,5.0,Brasil,Hombre,61
1228,20/04/2024,Cupido,Amor,Alta,Mediano,6,22.58,5.0,Chile,Mujer,36
1229,24/04/2024,Oso corazón,Amor,Media,Mediano,4,42.97,5.0,Italia,Mujer,52
1230,04/08/2024,Oso navideño,Navidad,Media,Mediano,4,34.76,5.0,Brasil,Mujer,67
1231,26/05/2024,Oso corazón,Amor,Media,Mediano,4,43.61,5.0,Turquía,Mujer,60
1232,13/11/2024,Oso navideño,Navidad,Media,Mediano,4,15.18,5.0,Chile,Hombre,62
1233,28/07/2024,Oso panda,Llavero,Baja,Pequeño,2,15.21,3.5,España,Hombre,50
1234,01/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.91,5.0,Colombia,Mujer,60
1235,27/08/2024,Gnomo,Otoño,Media,Mediano,5,29.48,5.0,México,Hombre,69
1236,02/08/2024,Rana,Llavero,Baja,Pequeño,1,15.54,3.5,México,Mujer,67
1237,15/09/2024,Oso corazón,Amor,Media,Mediano,4,7.22,5.0,Venezuela,Mujer,70
1238,10/07/2024,Oso corazón,Amor,Media,Mediano,4,16.27,5.0,Colombia,Hombre,51
1239,04/07/2024,Oso navideño,Navidad,Media,Mediano,4,22.69,5.0,Chile,Mujer,56
1240,23/07/2024,Oso navideño,Navidad,Media,Mediano,4,33.88,5.0,Reino Unido,Mujer,54
1241,26/01/2024,Papa Noel,Navidad,Alta,Grande,7,41.15,7.5,Perú,Mujer,70
1242,17/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,39.64,5.0,Colombia,Mujer,54
1243,24/09/2024,Oso panda,Llavero,Baja,Pequeño,2,44.78,3.5,Venezuela,Mujer,46
1244,20/04/2024,Oso panda,Llavero,Baja,Pequeño,2,7.86,3.5,Costa Rica,Mujer,43
1245,01/09/2024,Oso navideño,Navidad,Media,Mediano,4,21.2,5.0,China,Mujer,46
1246,28/01/2024,Oso corazón,Amor,Media,Mediano,4,18.71,5.0,Portugal,Mujer,60
1247,24/09/2024,Oso panda,Llavero,Baja,Pequeño,2,30.92,3.5,Paraguay,Mujer,21
1248,06/09/2024,Oso panda,Llavero,Baja,Pequeño,2,9.03,3.5,Paraguay,Mujer,57
1249,17/02/2024,Rana,Llavero,Baja,Pequeño,1,46.21,3.5,Chile,Hombre,43
1250,17/02/2024,Oso corazón,Amor,Media,Mediano,4,26.08,5.0,México,Hombre,35
1251,19/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,8.86,5.0,Uruguay,Mujer,53
1252,04/04/2024,Oso panda,Llavero,Baja,Pequeño,2,11.3,3.5,Argentina,Hombre,69
1253,28/03/2024,Oso navideño,Navidad,Media,Mediano,4,43.96,5.0,Guatemala,Hombre,44
1254,09/05/2024,Oso corazón,Amor,Media,Mediano,4,44.13,5.0,Turquía,Hombre,
1255,20/09/2024,Papa Noel,Navidad,Alta,Grande,7,23.41,7.5,Venezuela,Mujer,56
1256,17/07/2024,Oso navideño,Navidad,Media,Mediano,4,8.11,5.0,Corea del Sur,Mujer,20
1257,06/01/2024,Gnomo,Otoño,Media,Mediano,5,17.24,5.0,España,Hombre,37
1258,18/07/2024,Oso panda,Llavero,Baja,Pequeño,2,14.88,3.5,Bolivia,Hombre,50
1259,02/07/2024,Oso navideño,Navidad,Media,Mediano,4,34.85,5.0,España,Mujer,21
1260,24/05/2024,Oso panda,Llavero,Baja,Pequeño,2,7.8,3.5,Uruguay,Mujer,18
1261,17/02/2024,Papa Noel,Navidad,Alta,Grande,7,24.17,7.5,Perú,Mujer,68
1262,20/06/2024,Oso panda,Llavero,Baja,Pequeño,2,8.46,3.5,Panamá,Mujer,18
1263,10/10/2024,Oso corazón,Amor,Media,Mediano,4,11.1,5.0,Uruguay,Mujer,22
1264,13/01/2024,Oso panda,Llavero,Baja,Pequeño,2,11.7,3.5,El Salvador,Mujer,61
1265,04/07/2024,Oso panda,Llavero,Baja,Pequeño,2,18.16,3.5,Argentina,Hombre,33
1266,14/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,36.17,5.0,Uruguay,Hombre,19
1267,26/05/2024,Papa Noel,Navidad,Alta,Grande,7,18.68,7.5,Costa Rica,Mujer,61
1268,10/09/2024,Oso panda,Llavero,Baja,Pequeño,2,25.78,3.5,Venezuela,Mujer,54
1269,24/08/2024,Papa Noel,Navidad,Alta,Grande,7,42.57,7.5,Colombia,Mujer,52
1270,21/11/2024,Oso navideño,Navidad,Media,Mediano,4,16.26,5.0,República Dominicana,Hombre,59
1271,13/01/2024,Oso panda,Llavero,Baja,Pequeño,2,42.58,3.5,Panamá,Hombre,39
1272,23/02/2024,Papa Noel,Navidad,Alta,Grande,7,35.08,7.5,Japón,Hombre,50
1273,18/01/2024,Oso navideño,Navidad,Media,Mediano,4,43.17,5.0,El Salvador,Mujer,30
1274,13/03/2024,Oso panda,Llavero,Baja,Pequeño,2,39.98,3.5,Colombia,Mujer,59
1275,15/11/2024,Oso corazón,Amor,Media,Mediano,4,48.04,5.0,Honduras,Mujer,54
1276,26/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,28.0,5.0,México,Mujer,43
1277,12/03/2024,Oso panda,Llavero,Baja,Pequeño,2,20.36,3.5,Colombia,Mujer,30
1278,26/09/2024,Oso panda,Llavero,Baja,Pequeño,2,10.07,3.5,Guatemala,Hombre,49
1279,14/03/2024,Oso corazón,Amor,Media,Mediano,4,37.21,5.0,Italia,Hombre,35
1280,18/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,5.51,5.0,El Salvador,Mujer,35
1281,02/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,12.7,5.0,Bolivia,Hombre,59
1282,25/01/2024,Oso navideño,Navidad,Media,Mediano,4,49.55,5.0,Canadá,Mujer,41
1283,18/03/2024,Oso navideño,Navidad,Media,Mediano,4,16.18,5.0,Ecuador,Mujer,48
1284,25/05/2024,Oso navideño,Navidad,Media,Mediano,4,23.71,5.0,Argentina,Mujer,70
1285,18/10/2024,Oso corazón,Amor,Media,Mediano,4,16.77,5.0,Nicaragua,Mujer,53
1286,12/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,27.52,5.0,Chile,Mujer,30
1287,16/10/2024,Oso panda,Llavero,Baja,Pequeño,2,35.39,3.5,Venezuela,Mujer,50
1288,05/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,44.22,5.0,Rusia,Hombre,39
1289,27/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,14.67,5.0,Chile,Mujer,70
1290,20/01/2024,Oso navideño,Navidad,Media,Mediano,4,41.97,5.0,Honduras,Mujer,34
1291,09/11/2024,Oso navideño,Navidad,Media,Mediano,4,44.12,5.0,Honduras,Mujer,18
1292,07/08/2024,Cupido,Amor,Alta,Mediano,6,10.65,5.0,Uruguay,Mujer,31
1293,20/07/2024,Papa Noel,Navidad,Alta,Grande,7,8.72,7.5,República Dominicana,Hombre,
1294,07/03/2024,Oso panda,Llavero,Baja,Pequeño,2,47.46,3.5,Ecuador,Mujer,38
1295,26/02/2024,Oso panda,Llavero,Baja,Pequeño,2,40.7,3.5,China,Mujer,20
1296,07/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,17.13,5.0,Bolivia,Hombre,19
1297,15/04/2024,Oso panda,Llavero,Baja,Pequeño,2,11.62,3.5,Bolivia,Mujer,59
1298,14/01/2024,Oso panda,Llavero,Baja,Pequeño,2,40.49,3.5,Egipto,Mujer,35
1299,01/06/2024,Oso panda,Llavero,Baja,Pequeño,2,23.25,3.5,Ecuador,Hombre,42
1300,26/07/2024,Oso panda,Llavero,Baja,Pequeño,2,30.68,3.5,República Dominicana,Mujer,58
1301,21/08/2024,Oso corazón,Amor,Media,Mediano,4,47.19,5.0,Honduras,Hombre,21
1302,02/11/2024,Oso panda,Llavero,Baja,Pequeño,2,21.28,3.5,El Salvador,Mujer,43
1303,07/04/2024,Oso corazón,Amor,Media,Mediano,4,13.64,5.0,Uruguay,Mujer,47
1304,16/03/2024,Oso navideño,Navidad,Media,Mediano,4,41.61,5.0,Bolivia,Mujer,39
1305,03/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,37.1,5.0,Bolivia,Mujer,30
1306,12/04/2024,Oso panda,Llavero,Baja,Pequeño,2,41.32,3.5,Japón,Hombre,58
1307,08/01/2024,Oso corazón,Amor,Media,Mediano,4,15.2,5.0,Chile,Hombre,67
1308,17/01/2024,Cupido,Amor,Alta,Mediano,6,19.48,5.0,Argentina,Mujer,59
1309,16/02/2024,Gnomo,Otoño,Media,Mediano,5,38.92,5.0,El Salvador,Mujer,55
1310,28/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,44.41,5.0,Cuba,Mujer,45
1311,04/09/2024,Oso corazón,Amor,Media,Mediano,4,13.7,5.0,Ecuador,Hombre,24
1312,20/04/2024,Oso navideño,Navidad,Media,Mediano,4,27.84,5.0,Sudáfrica,Hombre,54
1313,11/03/2024,Gnomo,Otoño,Media,Mediano,5,20.83,5.0,Brasil,Hombre,62
1314,08/10/2024,Papa Noel,Navidad,Alta,Grande,7,30.13,7.5,China,Mujer,44
1315,03/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,19.21,5.0,Colombia,Hombre,60
1316,04/09/2024,Gnomo,Otoño,Media,Mediano,5,47.96,5.0,Bolivia,Mujer,25
1317,11/08/2024,Oso panda,Llavero,Baja,Pequeño,2,22.5,3.5,Bolivia,Mujer,37
1318,04/10/2024,Oso panda,Llavero,Baja,Pequeño,2,25.53,3.5,Uruguay,Mujer,49
1319,28/09/2024,Oso panda,Llavero,Baja,Pequeño,2,23.44,3.5,Chile,Mujer,33
1320,15/06/2024,Rana,Llavero,Baja,Pequeño,1,29.7,3.5,Costa Rica,Mujer,41
1321,03/01/2024,Oso panda,Llavero,Baja,Pequeño,2,43.71,3.5,República Dominicana,Mujer,48
1322,09/05/2024,Oso panda,Llavero,Baja,Pequeño,2,39.97,3.5,España,Mujer,53
1323,22/03/2024,Oso corazón,Amor,Media,Mediano,4,41.69,5.0,Guatemala,Mujer,28
1324,02/11/2024,Oso navideño,Navidad,Media,Mediano,4,20.43,5.0,España,Mujer,56
1325,18/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,24.15,5.0,España,Mujer,59
1326,28/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,27.24,5.0,Panamá,Hombre,59
1327,28/02/2024,Oso corazón,Amor,Media,Mediano,4,17.67,5.0,Australia,Mujer,33
1328,25/11/2024,Oso navideño,Navidad,Media,Mediano,4,48.32,5.0,República Dominicana,Mujer,62
1329,16/05/2024,Oso panda,Llavero,Baja,Pequeño,2,15.09,3.5,República Dominicana,Mujer,29
